index,age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
6281,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6282,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6283,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6284,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6285,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6286,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6287,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6288,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6289,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6290,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6291,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6292,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6293,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6294,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6295,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6296,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6297,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6298,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6299,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6300,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6301,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6302,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6303,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6304,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6305,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6306,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
6307,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6308,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6309,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6310,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6311,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6312,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6313,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6314,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6315,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6316,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6317,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6318,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6319,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6320,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6321,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6322,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6323,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6324,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6325,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6326,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6327,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6328,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6329,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6330,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
6331,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6332,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6333,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6334,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6335,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6336,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6337,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6338,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6339,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6340,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6341,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6342,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6343,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6344,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6345,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6346,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6347,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6348,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6349,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6350,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6351,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6352,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6353,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6354,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6355,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6356,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6357,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6358,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6359,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6360,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6361,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6362,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6363,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6364,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6365,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6366,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,High,Suppressed,Suppressed,0
6367,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6368,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6369,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6370,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6371,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6372,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6373,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6374,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6375,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6376,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6377,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6379,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6380,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6381,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6382,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6383,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6384,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6385,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6386,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6387,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6388,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6389,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6390,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6391,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6392,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,Low,Suppressed,Suppressed,0
6393,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6394,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6395,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6396,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6397,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6398,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6399,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6400,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6401,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6402,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6403,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6404,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6405,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6406,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6407,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
6408,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6409,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6410,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6411,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6412,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
6413,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6414,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6415,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6416,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6417,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6418,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6419,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6420,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6421,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
6422,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6423,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6424,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6425,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6426,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
6427,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6428,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
6429,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6430,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6431,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
6432,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6433,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
6434,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
